GROUP_SET,GROUP_VALUE,SEASON_YEAR,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,TEAM_ID,TEAM_ABBREVIATION,SEASON
Overall,2014   ,2014   ,6,2,4,0.333,246.0,162,387,0.419,37,126,0.294,108,134,0.806,52,149,201,72,114.0,49,20,17,149,143,469,-14.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612737,ATL,2014-15
Overall,2014-15,2014-15,82,60,22,0.732,3946.0,3121,6699,0.466,818,2152,0.38,1349,1735,0.778,715,2611,3326,2111,1167.0,744,380,404,1457,1611,8409,445.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612737,ATL,2014-15
Overall,2014   ,2014   ,5,3,2,0.6,200.0,142,369,0.385,41,152,0.27,91,122,0.746,51,121,172,88,65.0,53,15,23,122,114,416,-9.0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612738,BOS,2014-15
Overall,2014-15,2014-15,82,40,42,0.488,3976.0,3193,7211,0.443,660,2021,0.327,1266,1678,0.754,910,2685,3595,2009,1133.0,674,294,431,1738,1545,8312,13.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612738,BOS,2014-15
Overall,2014   ,2014   ,5,4,1,0.8,200.0,146,311,0.469,28,103,0.272,103,142,0.725,41,138,179,60,83.0,29,18,23,122,129,423,22.0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612739,CLE,2014-15
Overall,2014-15,2014-15,82,53,29,0.646,3956.0,3089,6739,0.458,826,2253,0.367,1453,1934,0.751,911,2612,3523,1814,1171.0,603,340,368,1510,1685,8457,367.0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612739,CLE,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,200.0,153,336,0.455,40,102,0.392,66,107,0.617,56,119,175,64,70.0,30,23,17,110,115,412,-31.0,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612740,NOP,2014-15
Overall,2014-15,2014-15,82,45,37,0.549,3956.0,3108,6795,0.457,586,1583,0.37,1345,1790,0.751,942,2621,3563,1806,1087.0,553,510,475,1530,1533,8147,65.0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612740,NOP,2014-15
Overall,2014   ,2014   ,5,4,1,0.8,200.0,150,331,0.453,52,123,0.423,84,107,0.785,36,132,168,79,62.0,35,14,23,111,96,436,69.0,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612741,CHI,2014-15
Overall,2014-15,2014-15,82,50,32,0.61,3976.0,3001,6797,0.442,645,1825,0.353,1618,2067,0.783,959,2792,3751,1781,1145.0,514,476,443,1495,1736,8265,246.0,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612741,CHI,2014-15
Overall,2014   ,2014   ,5,3,2,0.6,200.0,145,326,0.445,34,105,0.324,90,138,0.652,38,137,175,66,82.0,50,24,17,141,141,414,52.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612742,DAL,2014-15
Overall,2014-15,2014-15,82,50,32,0.61,3976.0,3255,7036,0.463,732,2082,0.352,1386,1843,0.752,858,2608,3466,1846,1062.0,663,371,314,1644,1816,8628,238.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612742,DAL,2014-15
Overall,2014   ,2014   ,5,1,4,0.2,200.0,143,359,0.398,39,120,0.325,82,105,0.781,56,122,178,70,72.0,43,26,17,115,98,407,-35.0,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1610612743,DEN,2014-15
Overall,2014-15,2014-15,82,30,52,0.366,3976.0,3099,7158,0.433,660,2032,0.325,1462,1991,0.734,1012,2653,3665,1788,1166.0,641,367,504,1882,1698,8320,-291.0,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1610612743,DEN,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,202.0,129,344,0.375,22,97,0.227,91,142,0.641,58,142,200,49,99.0,44,30,30,129,122,371,5.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612744,GSW,2014-15
Overall,2014-15,2014-15,82,67,15,0.817,3946.0,3410,7137,0.478,883,2217,0.398,1313,1709,0.768,853,2814,3667,2248,1185.0,762,496,293,1628,1541,9016,828.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612744,GSW,2014-15
Overall,2014   ,2014   ,13,6,7,0.462,520.0,353,880,0.401,102,349,0.292,245,333,0.736,128,313,441,177,240.0,112,28,60,327,316,1053,-5.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612745,HOU,2014-15
Overall,2014-15,2014-15,82,56,26,0.683,3961.0,3032,6832,0.444,933,2680,0.348,1525,2133,0.715,958,2624,3582,1820,1366.0,777,407,437,1803,1730,8522,282.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612745,HOU,2014-15
Overall,2014   ,2014   ,5,1,4,0.2,200.0,139,319,0.436,15,58,0.259,75,113,0.664,47,115,162,65,97.0,40,17,10,135,112,368,-46.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612746,LAC,2014-15
Overall,2014-15,2014-15,82,56,26,0.683,3946.0,3228,6830,0.473,827,2202,0.376,1468,2067,0.71,784,2711,3495,2031,1012.0,640,409,245,1749,1766,8751,540.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612746,LAC,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,202.0,141,336,0.42,24,91,0.264,80,111,0.721,43,118,161,47,94.0,33,20,21,109,119,386,-42.0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612747,LAL,2014-15
Overall,2014-15,2014-15,82,21,61,0.256,3986.0,3054,7020,0.435,532,1546,0.344,1433,1935,0.741,952,2647,3599,1715,1086.0,578,366,396,1741,1589,8073,-561.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612747,LAL,2014-15
Overall,2014   ,2014   ,11,3,8,0.273,440.0,327,752,0.435,81,256,0.316,215,274,0.785,119,248,367,178,188.0,97,41,43,262,264,950,-10.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1610612748,MIA,2014-15
Overall,2014-15,2014-15,82,37,45,0.451,3946.0,2885,6330,0.456,556,1659,0.335,1438,1940,0.741,747,2461,3208,1626,1214.0,642,372,359,1636,1715,7764,-213.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1610612748,MIA,2014-15
Overall,2014   ,2014   ,5,1,4,0.2,200.0,134,323,0.415,15,77,0.195,88,133,0.662,42,152,194,37,101.0,32,22,19,107,132,371,-53.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612749,MIL,2014-15
Overall,2014-15,2014-15,82,41,41,0.5,3986.0,3083,6722,0.459,545,1500,0.363,1312,1734,0.757,876,2574,3450,1932,1373.0,789,403,392,1814,1649,8023,35.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612749,MIL,2014-15
Overall,2014   ,2014   ,6,2,4,0.333,240.0,167,404,0.413,32,88,0.364,120,163,0.736,81,143,224,70,102.0,38,18,26,124,150,486,-36.0,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612750,MIN,2014-15
Overall,2014-15,2014-15,82,16,66,0.195,3961.0,2986,6820,0.438,406,1223,0.332,1638,2110,0.776,949,2406,3355,1771,1231.0,668,327,449,1571,1751,8016,-721.0,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612750,MIN,2014-15
Overall,2014   ,2014   ,5,1,4,0.2,200.0,148,332,0.446,29,93,0.312,112,133,0.842,43,119,162,101,101.0,50,22,21,131,109,437,-45.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1610612751,BKN,2014-15
Overall,2014-15,2014-15,82,38,44,0.463,3986.0,3069,6804,0.451,541,1633,0.331,1359,1817,0.748,846,2627,3473,1716,1133.0,576,340,372,1579,1641,8038,-236.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1610612751,BKN,2014-15
Overall,2014   ,2014   ,5,4,1,0.8,200.0,141,343,0.411,30,99,0.303,89,108,0.824,52,122,174,62,70.0,35,22,24,148,116,401,41.0,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1610612752,NYK,2014-15
Overall,2014-15,2014-15,82,17,65,0.207,3971.0,2882,6726,0.428,560,1614,0.347,1211,1575,0.769,867,2443,3310,1746,1206.0,575,382,353,1768,1564,7535,-764.0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1610612752,NYK,2014-15
Overall,2014   ,2014   ,5,3,2,0.6,200.0,144,319,0.451,29,90,0.322,89,131,0.679,47,135,182,78,78.0,36,22,17,119,116,406,17.0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612753,ORL,2014-15
Overall,2014-15,2014-15,82,25,57,0.305,3951.0,3076,6792,0.453,554,1598,0.347,1141,1565,0.729,822,2607,3429,1692,1221.0,647,314,441,1714,1467,7847,-469.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612753,ORL,2014-15
Overall,2014   ,2014   ,5,4,1,0.8,200.0,154,327,0.471,25,72,0.347,117,157,0.745,54,143,197,82,84.0,33,29,15,116,133,450,41.0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612754,IND,2014-15
Overall,2014-15,2014-15,82,38,44,0.463,3971.0,2998,6824,0.439,612,1740,0.352,1373,1817,0.756,856,2822,3678,1757,1147.0,505,375,386,1742,1754,7981,23.0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612754,IND,2014-15
Overall,2014   ,2014   ,11,6,5,0.545,443.0,316,747,0.423,70,228,0.307,213,298,0.715,123,279,402,134,184.0,102,50,47,269,284,915,41.0,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1610612755,PHI,2014-15
Overall,2014-15,2014-15,82,18,64,0.22,3961.0,2765,6777,0.408,692,2160,0.32,1320,1953,0.676,978,2536,3514,1683,1453.0,789,487,454,1778,1657,7542,-736.0,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1610612755,PHI,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,200.0,144,363,0.397,27,95,0.284,86,114,0.754,52,126,178,49,81.0,42,18,21,118,109,401,-17.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612756,PHX,2014-15
Overall,2014-15,2014-15,82,39,43,0.476,3976.0,3178,7038,0.452,698,2048,0.341,1343,1767,0.76,896,2643,3539,1659,1238.0,700,385,337,1744,1664,8397,-74.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612756,PHX,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,200.0,132,322,0.41,26,90,0.289,83,115,0.722,42,119,161,62,78.0,38,12,15,103,99,373,-4.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612757,POR,2014-15
Overall,2014-15,2014-15,82,51,31,0.622,3971.0,3175,7049,0.45,807,2231,0.362,1272,1589,0.801,879,2881,3760,1799,1117.0,525,372,297,1494,1534,8429,347.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612757,POR,2014-15
Overall,2014   ,2014   ,7,6,1,0.857,280.0,193,410,0.471,41,102,0.402,134,178,0.753,53,205,258,80,118.0,31,35,19,156,167,561,59.0,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612758,SAC,2014-15
Overall,2014-15,2014-15,82,29,53,0.354,3971.0,3010,6617,0.455,461,1350,0.341,1829,2400,0.762,895,2728,3623,1667,1333.0,550,324,508,1696,1958,8310,-304.0,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612758,SAC,2014-15
Overall,2014   ,2014   ,6,4,2,0.667,246.0,186,447,0.416,39,121,0.322,112,134,0.836,63,160,223,94,68.0,47,18,32,157,142,523,43.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612759,SAS,2014-15
Overall,2014-15,2014-15,82,55,27,0.671,3991.0,3208,6854,0.468,677,1847,0.367,1368,1754,0.78,806,2772,3578,2000,1146.0,657,444,362,1564,1613,8461,508.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612759,SAS,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,200.0,138,309,0.447,28,90,0.311,104,165,0.63,55,112,167,78,100.0,48,21,21,131,137,408,-36.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612760,OKC,2014-15
Overall,2014-15,2014-15,82,45,37,0.549,3966.0,3184,7119,0.447,632,1864,0.339,1524,2020,0.754,1052,2844,3896,1681,1205.0,598,454,377,1829,1675,8524,179.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612760,OKC,2014-15
Overall,2014   ,2014   ,5,2,3,0.4,200.0,117,292,0.401,38,124,0.306,96,122,0.787,37,134,171,55,119.0,34,17,16,145,120,368,-61.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612761,TOR,2014-15
Overall,2014-15,2014-15,82,49,33,0.598,3971.0,3108,6829,0.455,726,2060,0.352,1585,2014,0.787,881,2526,3407,1701,1057.0,615,357,413,1712,1668,8527,252.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612761,TOR,2014-15
Overall,2014   ,2014   ,5,3,2,0.6,200.0,153,356,0.43,34,113,0.301,56,84,0.667,55,142,197,86,85.0,33,26,24,99,113,396,23.0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612762,UTA,2014-15
Overall,2014-15,2014-15,82,38,44,0.463,3941.0,2900,6492,0.447,610,1781,0.343,1391,1929,0.721,988,2617,3605,1632,1256.0,623,489,382,1583,1604,7801,18.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612762,UTA,2014-15
Overall,2014   ,2014   ,5,3,2,0.6,200.0,138,338,0.408,22,78,0.282,111,138,0.804,64,116,180,73,75.0,46,11,23,108,123,409,23.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612763,MEM,2014-15
Overall,2014-15,2014-15,82,55,27,0.671,3981.0,3097,6763,0.458,423,1246,0.339,1445,1869,0.773,856,2634,3490,1777,1094.0,700,347,424,1567,1662,8062,266.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612763,MEM,2014-15
Overall,2014   ,2014   ,6,5,1,0.833,246.0,163,392,0.416,32,106,0.302,119,165,0.721,60,188,248,82,125.0,39,28,20,139,162,477,26.0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612764,WAS,2014-15
Overall,2014-15,2014-15,82,46,36,0.561,3991.0,3139,6790,0.462,497,1381,0.36,1305,1758,0.742,862,2801,3663,1969,1233.0,601,378,350,1707,1610,8080,59.0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612764,WAS,2014-15
Overall,2014   ,2014   ,5,3,2,0.6,200.0,146,320,0.456,43,120,0.358,102,135,0.756,42,134,176,76,83.0,38,11,11,118,117,437,0.0,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1610612765,DET,2014-15
Overall,2014-15,2014-15,82,32,50,0.39,3966.0,3041,7038,0.432,703,2043,0.344,1292,1838,0.703,1051,2630,3681,1771,1099.0,623,383,391,1559,1584,8077,-82.0,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1610612765,DET,2014-15
Overall,2014   ,2014   ,7,3,4,0.429,280.0,176,468,0.376,50,153,0.327,140,197,0.711,84,184,268,79,110.0,44,32,29,179,191,542,-13.0,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612766,CHA,2014-15
Overall,2014-15,2014-15,82,33,49,0.402,3981.0,2913,6932,0.42,498,1566,0.318,1397,1867,0.748,820,2793,3613,1654,976.0,499,448,440,1494,1708,7721,-260.0,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612766,CHA,2014-15
Overall,2015   ,2015   ,7,4,3,0.571,280.0,197,472,0.417,40,141,0.284,98,139,0.705,61,208,269,100,137.0,67,43,28,177,153,532,-3.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612737,ATL,2015-16
Overall,2015-16,2015-16,82,48,34,0.585,3966.0,3168,6923,0.458,815,2326,0.35,1282,1638,0.783,679,2772,3451,2100,1226.0,747,486,411,1570,1500,8433,296.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612737,ATL,2015-16
Overall,2015   ,2015   ,8,5,3,0.625,320.0,219,563,0.389,65,202,0.322,181,228,0.794,72,217,289,114,82.0,68,40,40,156,209,684,36.0,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612738,BOS,2015-16
Overall,2015-16,2015-16,82,48,34,0.585,3956.0,3216,7318,0.439,717,2142,0.335,1520,1929,0.788,950,2733,3683,1981,1127.0,752,348,450,1796,1718,8669,263.0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612738,BOS,2015-16
Overall,2015   ,2015   ,5,2,3,0.4,202.0,134,323,0.415,30,99,0.303,97,136,0.713,42,145,187,59,92.0,33,27,26,139,113,395,-15.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612739,CLE,2015-16
Overall,2015-16,2015-16,82,57,25,0.695,3971.0,3171,6888,0.46,880,2428,0.362,1333,1783,0.748,873,2777,3650,1861,1114.0,551,317,362,1666,1690,8555,492.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612739,CLE,2015-16
Overall,2015   ,2015   ,6,5,1,0.833,240.0,205,428,0.479,46,137,0.336,108,143,0.755,46,160,206,102,80.0,61,34,19,123,125,564,41.0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612740,NOP,2015-16
Overall,2015-16,2015-16,82,30,52,0.366,3956.0,3153,7040,0.448,702,1951,0.36,1415,1823,0.776,782,2712,3494,1818,1102.0,633,342,423,1713,1630,8423,-311.0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612740,NOP,2015-16
Overall,2015   ,2015   ,6,3,3,0.5,240.0,181,428,0.423,42,130,0.323,91,128,0.711,62,181,243,95,94.0,34,31,31,143,139,495,12.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612741,CHI,2015-16
Overall,2015-16,2015-16,82,42,40,0.512,3981.0,3165,7170,0.441,651,1753,0.371,1354,1720,0.787,907,2889,3796,1870,1141.0,495,470,465,1545,1535,8335,-121.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612741,CHI,2015-16
Overall,2015   ,2015   ,6,2,4,0.333,240.0,185,450,0.411,46,176,0.261,104,132,0.788,50,172,222,96,83.0,53,16,27,142,127,520,-13.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612742,DAL,2015-16
Overall,2015-16,2015-16,82,42,40,0.512,4001.0,3064,6900,0.444,806,2342,0.344,1454,1831,0.794,751,2781,3532,1813,1047.0,560,306,363,1595,1757,8388,-25.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612742,DAL,2015-16
Overall,2015   ,2015   ,5,3,2,0.6,200.0,163,361,0.452,37,114,0.325,69,100,0.69,48,131,179,84,79.0,45,22,23,119,120,432,23.0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612743,DEN,2015-16
Overall,2015-16,2015-16,82,33,49,0.402,3966.0,3093,7003,0.442,656,1943,0.338,1513,1974,0.766,941,2718,3659,1858,1202.0,609,395,517,1723,1712,8355,-254.0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612743,DEN,2015-16
Overall,2015   ,2015   ,6,3,3,0.5,240.0,169,445,0.38,33,106,0.311,103,162,0.636,79,176,255,88,87.0,44,22,48,127,172,474,17.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612744,GSW,2015-16
Overall,2015-16,2015-16,82,73,9,0.89,3976.0,3489,7159,0.487,1077,2592,0.416,1366,1790,0.763,816,2972,3788,2373,1245.0,689,498,336,1701,1627,9421,882.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612744,GSW,2015-16
Overall,2015   ,2015   ,5,2,3,0.4,200.0,171,405,0.422,22,89,0.247,131,184,0.712,77,129,206,77,70.0,63,17,34,132,166,495,10.0,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612745,HOU,2015-16
Overall,2015-16,2015-16,82,41,41,0.5,3966.0,3094,6847,0.452,878,2533,0.347,1671,2407,0.694,930,2601,3531,1821,1307.0,821,430,404,1790,1847,8737,16.0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612745,HOU,2015-16
Overall,2015   ,2015   ,5,1,4,0.2,209.0,158,369,0.428,21,82,0.256,71,108,0.657,54,126,180,76,75.0,53,33,27,125,104,408,5.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1610612746,LAC,2015-16
Overall,2015-16,2015-16,82,53,29,0.646,3966.0,3141,6759,0.465,797,2190,0.364,1490,2152,0.692,721,2727,3448,1873,1063.0,709,460,259,1746,1842,8569,351.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1610612746,LAC,2015-16
Overall,2015   ,2015   ,5,1,4,0.2,200.0,129,329,0.392,21,90,0.233,87,121,0.719,39,147,186,44,84.0,35,21,17,150,115,366,-23.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612747,LAL,2015-16
Overall,2015-16,2015-16,82,17,65,0.207,3946.0,2880,6956,0.414,639,2016,0.317,1583,2028,0.781,878,2645,3523,1478,1124.0,593,337,458,1662,1573,7982,-784.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612747,LAL,2015-16
Overall,2015   ,2015   ,10,6,4,0.6,402.0,273,677,0.403,56,192,0.292,183,243,0.753,115,241,356,143,154.0,80,45,49,243,231,785,-1.0,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1610612748,MIA,2015-16
Overall,2015-16,2015-16,82,48,34,0.585,3966.0,3150,6697,0.47,498,1480,0.336,1406,1889,0.744,807,2811,3618,1709,1155.0,553,531,337,1502,1608,8204,135.0,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1610612748,MIA,2015-16
Overall,2015   ,2015   ,6,1,5,0.167,242.0,184,424,0.434,33,103,0.32,102,143,0.713,65,145,210,92,112.0,46,37,28,141,149,503,-63.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612749,MIL,2015-16
Overall,2015-16,2015-16,82,33,49,0.402,3966.0,3145,6740,0.467,440,1277,0.345,1392,1863,0.747,858,2559,3417,1895,1247.0,672,475,462,1695,1600,8122,-343.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1610612749,MIL,2015-16
Overall,2015   ,2015   ,5,1,4,0.2,200.0,134,337,0.398,20,78,0.256,96,129,0.744,47,127,174,61,82.0,35,14,23,124,135,384,-19.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1610612750,MIN,2015-16
