season,GAME_ID,home_abbr,away_abbr,home_win,home_b2b,away_b2b,home_rest_days,away_rest_days,rest_diff,diff_recent_margin,diff_recent_win_pct,diff_pts_pg_to_date,split_win_pct_delta,season_start_year,split,Game_Type,HCA_context,HCA_total,theta_game,pred_prob_home_win,pred_label
2024-25,22400708,GSW,ORL,1,0,0,2,1,1,11.1,0.3,3.176450035,0.245238095,2024,valid,regular,-0.03232615689627948,-0.0348374805678932,0.965762358654205,0.7471214576376011,1
2024-25,22400709,POR,PHX,1,0,0,1,1,0,3.3,0.1,-3.20754717,0.037037037,2024,valid,regular,-0.06118141194410579,0.24420994222109818,1.2766123171829602,0.5369824669695503,1
2024-25,22400707,UTA,IND,0,0,0,1,1,0,-17.3,-0.6,-7.746207917,-0.208333333,2024,valid,regular,-0.06118141194410579,0.017262046253387807,1.0174118963719467,0.29593601080336,0
2024-25,22400701,DET,ATL,0,1,0,0,1,-1,5.7,0.3,3.342767296,0.159151194,2024,valid,regular,-0.16168057942767247,0.009497813231144986,1.0095430605961202,0.49952728382635214,1
2024-25,22400704,MIN,SAC,0,0,0,1,1,0,11.7,0.1,3.092592593,0.096923077,2024,valid,regular,-0.06118141194410579,-0.08202667335527888,0.9212473856098107,0.511030986304609,1
2024-25,22400700,CHA,WAS,0,0,0,1,1,0,15.9,0.3,10.49833518,0.247354497,2024,valid,regular,-0.06118141194410579,-0.07533522618204211,0.9274325345442183,0.7210810286713967,1
2024-25,22400696,CLE,DAL,1,0,0,2,1,1,9.7,0.2,6.013788099,0.35989011,2024,valid,regular,-0.03232615689627948,0.07239371253654986,1.0750785326471006,0.6949091665647086,1
2024-25,22400695,DET,CHI,1,0,0,1,1,0,5.1,0.2,2.642208246,0.02,2024,valid,regular,-0.06118141194410579,0.10999698071471167,1.1162747001020035,0.497869301966639,1
2024-25,22400697,TOR,LAC,1,0,0,1,1,0,-8.2,0.0,-8.566037736,-0.016722408,2024,valid,regular,-0.06118141194410579,-0.17632399883473118,0.8383463160999989,0.24656160825291404,0
2024-25,22400698,PHI,BOS,0,0,0,1,1,0,-11.5,-0.2,-12.34800839,-0.300740741,2024,valid,regular,-0.06118141194410579,0.3159168164366156,1.3715161632791038,0.24426904405554486,0
2024-25,22400699,MIL,MEM,0,0,0,1,2,-1,-1.8,-0.2,-5.078801332,0.103076923,2024,valid,regular,-0.050858176394346616,0.048357306759346436,1.049545598072126,0.43784771839957676,1
2024-25,22400691,OKC,SAC,1,0,0,2,2,0,11.6,0.1,10.63461538,0.4,2024,valid,regular,-0.022002921346520304,0.08597344546497122,1.0897773893890406,0.7472979597513604,1
2024-25,22400694,POR,PHX,1,0,1,1,0,1,-3.0,-0.1,-4.0,0.0,2024,valid,regular,0.1998428839171813,0.5052342380823853,1.6573736950325626,0.5535906399218393,1
2024-25,22400687,UTA,ORL,1,0,0,1,1,0,2.1,-0.1,-5.576923077,-0.072463768,2024,valid,regular,-0.06118141194410579,0.017262046253387807,1.0174118963719467,0.4654740692238971,1
2024-25,22400686,IND,ATL,1,0,0,2,1,1,14.7,0.5,4.680769231,0.243506494,2024,valid,regular,-0.03232615689627948,0.028650860114105565,1.0290652440251167,0.6549527075950196,1
2024-25,22400690,MIN,WAS,0,0,0,1,1,0,27.8,0.7,18.30406386,0.503205128,2024,valid,regular,-0.06118141194410579,-0.08202667335527888,0.9212473856098107,0.8398951011153446,1
